"","Ind_1","Ind_2","Ind_3","Ind_4","Ind_5","Ind_6","Ind_7","Ind_8","Ind_9","Ind_10","Ind_11","Ind_12","Ind_13","Ind_14","Ind_15","Ind_16","Ind_17","Ind_18","Ind_19","Ind_20","Ind_21","Ind_22","Ind_23","Ind_24","Ind_25","Ind_26","Ind_27","Ind_28","Ind_29","Ind_30","Ind_31","Ind_32","Ind_33","Ind_34","Ind_35","Ind_36","Ind_37","Ind_38","Ind_39","Ind_40","Ind_41","Ind_42","Ind_43","Ind_44","Ind_45","Ind_46","Ind_47","Ind_48","Ind_49","Ind_50","Ind_51","Ind_52","Ind_53","Ind_54","Ind_55","Ind_56","Ind_57","Ind_58","Ind_59","Ind_60","Ind_61","Ind_62","Ind_63","Ind_64","Ind_65","Ind_66","Ind_67","Ind_68","Ind_69","Ind_70","Ind_71","Ind_72","Ind_73","Ind_74","Ind_75","Ind_76","Ind_77","Ind_78","Ind_79","Ind_80","Ind_81","Ind_82","Ind_83","Ind_84","Ind_85","Ind_86","Ind_87","Ind_88","Ind_89","Ind_90","Ind_91","Ind_92","Ind_93","Ind_94","Ind_95","Ind_96","Ind_97","Ind_98","Ind_99","Ind_100","Ind_101","Ind_102","Ind_103","Ind_104","Ind_105","Ind_106","Ind_107","Ind_108","Ind_109","Ind_110","Ind_111","Ind_112","Ind_113","Ind_114","Ind_115","Ind_116","Ind_117","Ind_118","Ind_119","Ind_120","Ind_121","Ind_122","Ind_123","Ind_124","Ind_125","Ind_126","Ind_127","Ind_128","Ind_129","Ind_130","Ind_131","Ind_132","Ind_133","Ind_134","Ind_135","Ind_136","Ind_137","Ind_138","Ind_139","Ind_140","Ind_141","Ind_142","Ind_143","Ind_144","Ind_145","Ind_146","Ind_147","Ind_148","Ind_149","Ind_150"
"Gene_11",21548.043126591,3733.53231935492,5530.88144710523,4028.15830094042,2648.09423874687,2244.64058059143,4628.19469040852,10258.6431033887,11397.6560083335,14559.5556296095,3640.22618655787,7314.41825065056,28472.6428363791,10299.2872233069,2193.19568691555,8503.02074380914,4368.47757607478,13407.0194096378,7900.07863610013,4300.23475434594,12898.4758621142,14131.8227586826,5649.49642230616,4213.42980579927,4334.71290996118,3875.63907577237,2758.36261652425,4829.67285236128,25805.0644727987,9446.08722779727,7989.87444076555,18606.4217879559,9796.0305389058,10885.9039644556,11363.2405257889,21717.7846900582,12714.0070327882,8122.30726422559,10826.4129605467,21603.6291467471,3128.53971380758,13656.8785900245,3893.45489195386,34127.9533490047,15669.4991390607,2815.19529252503,4119.56497910549,9316.50883913325,12822.2833231112,8307.11889211499,12425.686514934,4547.58369236748,11488.3364131565,11464.3268416351,10620.8591120797,21476.9463877044,4746.43090743317,9329.89471801418,4518.3688865478,18254.7007029467,33676.8035789375,16581.434881737,30509.209484252,24633.3970625525,10411.5330526564,13560.3672691497,4892.48242571293,21580.4735127082,22771.1445663711,9319.50211393933,6283.48739517204,4743.47101725915,7611.62551130093,22717.914041079,23735.5014948785,6617.22788512209,5408.68495278268,9075.74240738667,4501.80196136375,5938.79861045695,16198.280546999,4871.07313248077,30392.9248787915,11506.5599345908,22546.6437698906,4703.68718484951,9841.53697769386,3666.30807966947,6743.42276101855,1792.59793881914,2801.34780466194,3679.93858804458,17852.6128123173,10161.2455032792,3485.24113385118,3308.36767929677,12601.8009194658,5326.88102840658,4505.87862514768,3432.05577147641,3485.36319639372,8702.33055066687,3246.24870080072,24290.553001191,9408.68094103054,21024.826834752,3786.22570110011,21043.4228593806,16016.6656119455,8137.1260311981,3399.15357714347,4123.45167052639,2319.12771614132,3388.92604688643,10730.6509888902,3450.27199460152,10645.5844819325,3259.98446157564,11425.9075408739,12662.9768185317,9563.01336253702,21217.3137120806,9988.27523492641,7718.4452238659,11967.9618182186,8040.71731829776,4293.60539674819,9383.35729724996,4202.65764741895,12405.0813667803,4373.86089074685,11273.0514989828,8946.19636425676,4186.87017632051,5410.09028579986,9627.73377740012,10804.3618999786,23688.9791429058,4531.54526148732,3542.73989021008,14299.2377691206,11684.9773803531,4352.5982544864,3247.95237379885,3418.35160791514,3463.55793573978,9877.75456107028,5495.80945295412,4364.15204613919,5439.71232537871
"Gene_12",16302.5389356146,3433.53312938916,2806.51647153089,5160.08690355682,3786.47001702683,3419.08392400944,5536.97466900209,9615.59587881341,12634.9223637603,10299.1867478243,3788.51419155358,8096.2731452517,24810.1863075815,8891.01562291583,4148.77592516967,6927.4464002803,2499.67694476069,22606.488077163,10056.0151493972,5416.12824215664,18003.5768447647,10020.7529829599,4169.72953372139,3874.99494868017,3607.58144989015,2690.46026269835,4483.92959079655,4765.72423691196,26254.7640086579,8710.92289363633,11607.5656652274,23190.3310209742,13163.6074991732,12848.7497748393,12073.5732955513,24579.3525229297,7887.92798095028,14269.8486406722,15171.9451750865,16798.1002419367,4539.42716574729,9626.38886199581,4670.85843593927,25694.739170038,11114.2675949323,4018.04317009289,4218.36126919834,9215.62547261697,10819.2138076712,7656.10450003213,11133.5815252271,3479.82668467312,13178.8926946239,8271.46695054611,11691.5769857698,25640.3380541597,3869.05733313844,12999.9162447928,5237.23620360366,21807.4343791114,22804.7830857823,23063.9267630686,14654.49745676,22465.1285360377,12947.9860143608,17445.2640181029,4001.560245444,33360.5657011861,19122.4196867729,13388.1311878296,9873.24237682741,6369.33686519764,12676.3600272296,28751.9290660723,21380.3895406095,5014.24655928579,6433.27449397144,9896.44029450453,4316.39388961598,5089.38094070701,9599.49840396599,3728.83099817545,21912.3716758959,8173.63748403184,19394.2929276733,3959.76698933472,12122.1821943533,2689.80382275628,11742.1690680723,3899.23795829712,3062.2366123567,3501.8917562956,26308.4605708199,11021.3026510115,2999.87069540884,2421.14260238187,13268.1294254291,3900.11687140852,4805.26346262151,5064.99044011435,3562.9955394678,10240.8728343144,4757.05792067545,21164.3828805128,5336.81755136858,26593.2233737868,3599.58619226323,20770.2962734016,12921.7686858726,11284.3512515012,3197.93696497288,3823.89484280886,2669.01408202252,5161.22706740863,8761.51521184592,3805.68071946244,8116.87784400956,4183.28984496348,6391.45801844936,7630.00400085409,8639.98790573989,23980.0553338375,10710.9950825885,10345.6309019782,12898.5146109595,9882.78040386133,3822.19603906795,10444.4939993217,6755.49940425988,14486.1811590349,3145.61533519261,14563.6090985921,14230.1567056785,3641.43671397895,5119.40939922468,7264.55653909672,9383.21997328663,31389.1022063387,3591.48572580808,4612.01431317226,8590.70672840077,11381.4018276346,4186.34639627326,3306.89331465882,2701.05656476467,3978.76804100597,8200.65765973649,4839.83006470574,3612.02716512171,3628.95057147812
"Gene_13",26434.8398430875,3180.91239316487,3787.51462217502,3303.28981478078,2640.53392136676,3298.35280007994,3985.88208675448,8464.1713461907,13273.3650002347,9116.71619094526,5121.86777117448,11248.7746427678,15394.7505560984,8377.07361381914,5079.20766851393,7645.88087935116,4751.27924031324,14490.2326353376,6406.22089530092,4021.98943630014,18450.7289048929,8952.45270896587,5505.31534379219,3626.17042538096,5525.04288259008,4133.89713493151,3717.52164770684,2926.31181613147,15089.4883336369,7933.87896115418,5403.59787786562,19419.0867229209,9409.45709470043,9623.69109449012,11443.7559109628,12201.2449868059,9035.60020465351,10349.6213887301,6134.747039749,15634.8474875391,2317.5877705399,11375.4682152886,3754.63562857845,25996.887034432,7348.84451636775,1900.95703159976,2673.40945189831,12290.4147314503,7471.09406821495,6246.54296619913,6571.22087860818,3023.11760183041,8769.37752488644,8315.20955994902,12610.1568861936,18131.7929974649,3478.87765614144,7485.77214577305,5377.59565630412,16666.5497191948,17283.8120555916,12886.8735105248,27321.938047094,19016.266153199,11218.5062153652,17495.2656559321,3276.40899012858,11734.0611521797,18793.1158901881,8517.88981632212,9012.70297718842,5154.64580629208,8715.35896578005,20457.9221103232,26025.9574237531,4298.84346679373,3300.91862920342,10720.7985906573,3388.88950007401,4031.8484161053,8812.69153282265,3265.6957630485,27449.8635137084,8288.49762955335,22920.5984813599,5395.73673933621,9385.95150629875,2458.75155353358,8880.03345468966,2536.11138723153,3640.15590246198,4097.90236989607,22162.8370549536,9387.91406055541,2256.6562628663,3015.61550029817,9980.85991215585,3557.29132732889,3410.73864833707,3559.07130397353,3613.50294895551,7103.96172770331,3621.07995419051,17242.1450401699,3179.32027511474,20778.4842743969,4104.2150115293,28893.0372587553,8070.17854987589,10941.4167169573,5331.33282121936,4636.3893539321,5206.4713533039,3499.22997858869,13344.2157779525,2376.49056807269,6909.10456304516,4714.16477230068,12118.0711334325,10646.2035435764,10460.5533040813,19133.9871610329,8136.1594826905,9824.44823334871,11076.7355129895,10462.8469128964,4580.14498543953,9653.6274949055,4792.84578244095,6390.22093914974,4087.25461333683,9871.46407662633,8108.35604318769,4024.29704466062,3176.03801793624,9518.21066827953,7022.54479456116,18205.9263437073,3646.98295922918,3804.77502422903,13214.4033800356,10384.6002547766,3213.82898539997,4257.23193508485,2729.89371537347,5187.25712018646,7753.54807326051,3109.05592309422,3056.83313784151,3097.54855707202
"Gene_14",22049.7052653943,3551.96363408272,4338.08571877439,6115.8933969408,3069.80540970432,4760.6189569696,3809.77922836719,8945.79433822009,8127.15857830402,8776.77936672686,6084.87868095216,7371.94033424658,20818.6280731924,11083.0823933611,3040.55006638923,10872.5467085848,3557.32573174967,17539.4745095403,12864.6047611519,3121.28133614964,21457.5648360819,16134.9287893061,4997.15627313965,4103.55463993279,3341.27332987359,3042.9767794491,4745.12518232018,3448.37879250397,26378.4080821513,10824.8898090756,12399.4584603088,22180.5190286827,14311.8442902822,10141.307474977,12235.550760526,17036.9847639012,9028.63239646988,10610.0887944881,12012.3889509181,26534.4822772242,3392.99826406101,8791.31949765354,4259.85461693747,19496.7057838541,11044.0926342508,5125.09791230708,3888.41576636579,8786.52759771602,6538.44854898015,7629.64760770297,7378.50532563632,3239.74672906872,13261.7501848059,8298.72001492165,13925.057997933,26267.5607354239,2910.61172932504,13943.2084647055,4992.78065189544,18248.7247828416,21892.0681579862,30875.2888281216,22922.2945292734,19991.8346026056,12315.7199249846,31687.0416725463,4660.72486533824,19862.1196008349,23951.4562887028,8868.46004152135,12247.6447187509,4649.63090162617,7279.70291502067,19469.8267696612,21805.24199992,5834.07114376226,4405.16036519616,11010.6610579692,4856.39909991658,4902.48362799372,7834.44198996925,6567.5915943804,31313.1321421989,8333.68434240475,12847.1690684042,4431.99281104278,13424.4155037764,4971.89944362982,14233.069332296,2421.31367109743,4333.32165249695,5041.93450427281,21766.0582770143,11282.1023616417,3054.89768010206,3548.29741890566,12743.5275891882,4917.6690088498,4009.15786996083,4677.84958936993,4093.41060509963,12174.4140342185,3673.16430686284,29637.9771172372,5666.18271959387,15477.15569709,4791.03369264236,25807.4310631571,10103.6093644184,13535.9859924282,4580.3186498192,4603.74023332906,2955.45342650297,3343.86019632605,5743.95721562018,5062.89018144891,13553.1284482712,4429.214275616,9666.77090410949,11248.4030998359,6508.08158057067,23952.5794511215,9303.32031396063,9287.53501769434,12390.7102099179,12256.345807448,2922.76493653269,11930.8234239965,6020.24059858933,14788.6608080575,4787.38987795278,7900.04387035966,9506.90776466467,3614.5295698605,6600.53510816703,9834.23757768829,7973.25308457972,31655.8350021693,5157.87497449776,3010.21988899773,12077.3489567566,10304.4978469245,6023.32405481018,4895.71474782769,3030.33202820115,4573.3681123746,9960.01091271038,5443.24684430228,3703.82046888919,4857.15414900936
"Gene_15",23476.0933951129,3966.24920603381,2741.42301372995,4222.56002126707,3775.70257397379,3027.11562494077,5235.60542894528,6955.600168831,10954.172803138,9326.42800479831,3838.20867203606,6935.26973393033,15866.054298176,10776.9675587204,2069.47585251354,7192.86603623458,2677.36898384529,15144.8275959002,10355.1749498331,3374.87515903934,14222.1298784565,14102.5257545778,4874.6835505639,2866.93888301935,3705.92496284565,2859.01579049549,2624.05321849079,3446.30363101753,10981.1969548396,10226.2745447255,10154.3894759966,22126.6334202566,8365.38365567053,10973.7631299315,12179.0607758418,17552.8371039351,7536.64654165988,10826.6221753207,7638.09188705347,17021.3875012802,3337.4118690568,8653.07852691151,2682.12722083621,20968.1383537346,6451.357219401,3968.79037814441,3960.7708583343,9075.39686324498,11874.9525379367,10744.2461817402,6281.64581917238,4728.86759103382,8809.85858262754,8105.82831857429,10037.4758228105,16721.0775211318,3015.0028702507,7157.03225164009,4559.37733853094,26235.4513554801,21863.1282855045,15184.8603783702,14173.1182927532,20500.4958717175,10399.4185177252,28781.6369315819,1915.61644390117,16294.4032569262,17221.6778527252,8425.39073055047,12056.7985979286,3117.01766887259,9538.5278770753,12578.2571827619,17629.8371337636,4677.80214735552,3553.66155074681,11465.1554195247,5121.693963197,3371.09420116619,7237.60523452589,4556.98525429815,21622.7735913333,9246.14700842972,19683.3362732838,5072.61633302216,6636.36647594702,3602.61994801076,8265.83396909118,3142.56195561796,3308.1380824558,3421.56164798705,19571.624338513,11584.0507166596,3726.6875661499,2395.48673489884,11167.0925246475,3050.00602592976,3606.01004093755,2015.03372573623,4150.22555776976,8681.43506149712,3302.39070945544,14395.4234589787,4132.30835287258,27902.6805502814,2635.46913366945,20993.4658353921,10950.9432202946,11861.509264459,3531.1215381712,4390.63814669644,3519.29718091868,3550.52940094125,8413.91551125375,4483.73794156712,9309.45469793617,3675.64815888779,10405.5578779432,14284.3403210175,6504.51202709694,15290.451565863,10358.0727930495,9057.25186436826,8298.21377251106,8336.77671941651,3722.69204010167,10623.6033212117,3824.47242157192,8508.34973028964,4809.3046802592,12127.1942635013,8759.5079701327,3710.88747912818,3713.68891374573,7849.05118726226,9557.98356090917,18981.6973987224,4861.7687447227,3203.76948471,9988.29952100082,12657.2933792063,2920.98145676843,3425.12895073735,2792.30704252218,3779.38687298619,9744.72496064342,4094.64343955853,2188.36471791341,2371.09573846841
"Gene_16",27008.5137677611,1940.40120017483,4586.73263727455,5578.88149763422,2643.08019786776,4409.4513221222,4495.29076607375,12637.2261007039,6238.33599828498,7373.8717780122,6870.53500392613,11022.0112397349,24084.6559523098,9950.31990531214,4583.10432581347,7531.15890810652,3424.18616421814,22910.3464586438,10480.5750536023,3855.13715619068,14966.5374359161,15199.3205834095,5689.87779705336,2736.28200769592,4053.67768195068,2863.41022982062,3492.93574652955,3539.6168634239,25125.8297170631,12613.6468055307,11060.5794668064,23565.3118800964,8810.95555725882,11409.2512614271,9904.06857272459,12897.7753628465,11661.982600471,7684.57268349491,11272.3836212069,27797.1723208299,4656.78156432737,11380.5964699015,3123.75818489327,18382.8925956202,11281.1702384511,4232.78977280753,3787.3748136157,11894.7746448995,9563.0715811909,16394.2477025191,12516.1523866734,4695.63793526964,12580.6747351026,11906.5376514321,12211.9267709068,28427.9182989273,3415.54251321332,10263.4162994331,3959.43334883627,23839.5745359333,15794.206175047,28764.4977168099,15314.4031765661,22991.9393371384,8548.8766477556,25387.4718229207,4012.83521639329,21143.3083933435,21139.6960925773,12002.9983980018,8748.99894490916,5992.38807610653,9025.45516460092,23080.9857127938,31747.0303483284,5724.20617293777,5955.21361909434,16177.6906639126,3760.76224373405,4034.08152790076,9001.59889022342,5492.32024830618,23732.6552501388,6241.43052049795,22725.1154118843,4269.64264230907,6329.72076706569,2398.42642763621,12895.5210286813,4305.3708847306,4413.60920476948,4802.20189820624,28502.893050939,12479.4899421502,3428.93824296291,4344.58722117135,12736.9274488649,5840.59722642669,5093.78277835526,4970.12976560079,3726.04473421056,10758.7560588554,1323.31996384591,12299.7083063186,4386.97867984043,18491.9534129387,3533.99948518795,18221.7139608085,8745.10846239444,8525.55896038642,3889.64894000114,4368.45279414241,3847.40615630488,1815.72369748245,14541.051783263,4125.4710861184,9658.39270037884,3288.27344513342,6877.33314240594,6532.46764817514,13359.448127869,25955.3175858931,10648.260828125,10908.822784819,11050.4920696954,11401.5500096722,5091.04762542846,10877.454745766,5045.06205058385,10820.4309217226,5021.80900620259,13059.009011707,10588.3661025859,4188.8422552244,3349.80061401857,12206.262807597,7417.59406889063,30982.1779997622,4833.52398043454,6034.46576708035,13444.6092478952,12612.4548034175,4186.31150316402,4301.73588247273,3237.16244717507,4090.56511800626,14592.104921615,4474.19764528881,4445.25696498014,3049.07135137369
"Gene_17",17549.549602667,4634.3081399041,4039.71243622798,5471.78100390581,3571.55731601349,4074.27643909124,3549.89249938352,10562.0808177989,10284.3983623597,11787.0436438242,5097.10173734981,9999.50813417751,32172.7732317754,7187.51948635649,3443.44916567453,9740.89822479537,3706.14728123466,25780.8828117403,11800.3078595632,3230.00822390335,20521.6316206311,14230.4726901611,6460.59607247346,4209.79034922744,4804.92715653289,3374.13453453827,4969.60798254398,3427.24881246235,11679.8610283476,7423.27561358447,9740.27195781536,23803.694518549,10022.5786548815,17398.0548472972,8992.0705563598,24099.0749888755,9857.02746130251,14547.3366874709,13936.4881250201,13932.0217100847,3566.42794294639,13664.9584285033,3425.16634516692,23230.8293486381,7191.55996809111,2976.98845414606,3396.96371568603,10025.0060980537,7343.05438718456,13566.0283085917,11416.6224210465,4724.2938753824,10602.5666265031,4753.74126674481,9387.65432757705,23380.9619684839,3599.95120326399,15761.8668487206,3167.03995769768,17686.8607134363,24774.9492140466,21364.2238661349,20077.4919868347,19029.3380106609,11142.2394926649,22259.820849303,1971.60527870873,20852.3981036778,22200.5628687262,10322.2403101844,12385.5091625064,5080.95319807301,8625.69699447698,12587.738595019,28330.3007323911,5646.57954331377,5237.85829973988,9414.78207657351,4207.45104189209,4813.61310022685,5083.89643050948,5706.67061776526,23711.8649306191,9934.95893330288,18573.3968453243,4449.1150827321,8155.96763345701,2874.76420256203,11806.8216426812,3523.04527752237,3540.53728495543,4099.67032290641,14906.728530629,11957.2237004127,5023.44449380004,3767.56612921967,8679.91969394198,3317.33304966389,5579.82640851271,5291.41092097411,4172.47553526851,7853.7456748801,3364.76266916176,28401.0006315894,3027.22390815143,18076.0497685372,7252.97128471238,22593.7735144206,9903.68049040955,7233.36645658355,2879.03750760451,3398.41462049661,3875.16358242584,4886.5685807265,11224.4518195589,4422.75089055685,11203.9291846777,3099.98321925174,9157.81832586603,12905.4371730156,8920.8690101416,30171.6517962698,13691.2473177634,10742.5073660208,11718.5729663308,10132.9097354419,5240.4149565559,11311.4464358845,2129.67546118569,7312.87350314501,4632.93902548022,13911.7576623595,9075.58119629255,4306.37980192442,3809.82244805283,11005.9640560924,10519.3728586869,25795.4001085866,6653.03876468915,3973.90381551205,18533.4018006113,9518.63481710198,4018.95576031444,4097.39361546612,3502.68756367949,5838.85009961313,7205.07766779967,3187.64729469557,5568.17805780283,5285.93852997797
"Gene_18",17280.6949480989,3364.05612844692,3972.753981011,6216.39085304395,4401.6374454446,4645.99080746498,5316.06340953136,12322.0611474972,12421.1850672741,14872.4318517935,5227.83745082543,9997.58649793222,22491.5762024302,11079.769707195,3480.64696410462,10009.81168857,4198.03145100755,23742.4970422423,11358.5983551491,3095.33632215605,20125.1701399109,12270.6672242266,5511.29546030027,4415.05809594505,4103.83201282891,3574.55984332107,3602.27279145634,2977.89638718857,25344.8628336137,9233.404985161,15198.7043196211,21273.306803828,9807.33889221214,12105.1165179009,10981.423129203,28688.8963805483,5656.94623516358,10139.3926605875,11211.3949801465,26871.8636184345,6267.75289958061,10917.7161380886,4057.8282633662,23702.4880994209,11560.0469526056,3767.71681355721,4020.14349395249,8194.59327338011,7804.40114121441,11525.6557175138,11265.8253064686,3815.64457197264,11346.0864976883,12450.5266144309,11402.4199149047,21525.6597192562,3065.72051376966,10217.15771599,4452.5486923086,24265.2634709571,22077.3369445864,22519.6835160245,27811.4720042646,20581.8073196554,11478.4461626916,27652.4681287838,2964.0713720144,23098.2763012596,22783.0417742507,8891.95678369242,13260.5107125015,5685.49802862708,12133.4238512378,21487.5745272604,23502.8547086911,4610.42078583859,5224.15735345209,12346.6011954104,3552.07779524894,3999.41435741077,10714.8952504384,4676.32578913685,17593.4341757649,6640.80590681325,24992.3807770219,4434.58424019645,9660.90073404423,3985.17515394902,8517.14798227102,3357.8971067675,3767.34760140264,3583.73586418639,19131.8136925153,13076.1058198756,5451.11804438671,2511.95385751682,12720.3314405523,3460.38884132392,5830.02227737233,4836.15217131547,5034.53220508186,12166.3330381198,2974.01781735961,18708.8069703497,6401.11728484598,30320.7332337808,5888.75158116383,28980.4072575018,10198.881201585,11906.0061103553,3263.03532157974,5082.88527512467,3863.75277765974,4139.51709975794,9651.836189699,4390.3382400462,11389.2462677797,3042.09874050323,10844.9317816766,4665.11542503579,11692.9566239774,24284.5214004433,11136.5079703421,9222.91368930628,9749.99034795881,9904.50147044871,4256.81206129284,8900.03584218995,3486.25155691457,12713.0993415175,3715.30433180198,10178.8943184886,13468.6817619674,3364.45104538125,4737.3576986791,8494.75927475439,8068.70969246812,23109.1237387339,7193.75309150734,5040.11504935097,9425.69390005907,9941.7821289806,4381.50788379443,4519.88426528954,2657.00758413805,4476.84333691501,14371.3492810385,5946.05289852826,4236.22455893137,5188.61569219909
"Gene_19",18492.2029575671,3455.1685643994,3212.02581948708,4111.67757916476,2571.4459981533,4202.77562241064,4818.97001307423,8481.79467034095,9309.0871244206,11425.0203166686,3570.65493167959,12197.8813221921,26708.9114124678,11508.6481843016,3654.63333711631,9833.00028052386,3035.85865509918,25884.1482388898,15808.0288878796,4361.44076180472,17999.1610610402,12903.3408294266,4226.26725093918,2857.27714696275,3782.45716792762,3671.50838244105,3463.65022821803,3953.66547719886,12220.6967781054,7357.31641683093,13776.8574363974,21718.7080107971,11644.0551355116,11942.5556231806,9799.17292831512,18294.6494065862,8664.71548880651,8206.4739296116,12207.275306371,23066.7956310579,2574.51210467011,6190.26181263056,3131.62896645985,18225.8325526281,6682.36531201768,3732.10501705457,2176.84518695533,12463.3825930571,12078.7381036148,5060.50926435927,8051.97550623074,3176.22838787432,8148.93093704358,10352.7144976192,8923.86844084124,19709.9713765984,4064.99479069425,10238.604327345,4399.86794992176,17470.319464457,17649.4170974366,18635.2370829134,17325.6728394079,20796.0534564854,6324.15566832425,17152.843960075,4656.06757404371,20926.8722343933,22631.4851712935,4705.33355890086,7439.173168654,5363.91176414829,5158.42935950551,22723.3149090868,22301.5428396634,4689.2173596105,3195.0000502488,9314.7823473903,4582.31832957862,3704.27479356283,10332.786830861,4455.94094252058,15880.8120528659,9006.70260890612,15588.9994483553,5318.86827766168,6196.71481571212,5694.51743742799,5608.79220656683,3891.47807161114,3477.0367411593,3059.1603290247,26293.370447538,13332.4670282235,4969.20657515458,3377.49068310295,8871.88203897298,4012.65046060209,3812.02852116386,3619.93894799927,2952.87613315506,7025.46898933212,2685.56807197329,20737.4493926664,4762.70973288822,16314.25063104,3975.07170657375,20904.0177583148,10558.8306647168,8685.35136522357,3913.54131104766,4587.18562389851,4050.63483415272,3553.90655471088,11719.3677431785,2488.54391738015,5491.10859778735,3631.18008355389,12058.8626914236,13420.7556711519,4655.03926933281,17875.7471376465,8648.09709252118,10122.1364536321,8739.1807109822,6860.6341488431,2721.03915497063,8079.08312759065,4512.04694459674,15610.818702737,5055.19952073127,9415.61150105773,7296.11860264481,2975.69259238136,4071.17684389406,7492.74177506451,14842.388591198,19069.1171758008,4480.7817067232,4221.18076051178,13087.9468092955,6845.906307244,4053.02971344768,2826.31085625271,2212.44798114239,3597.50370640286,6285.13032244376,2146.19902717579,2726.82361815228,3616.60637682814
"Gene_20",25698.0175917218,3738.53143457296,3995.30680922945,5334.02427041545,3730.13005214732,3285.89234264698,5315.28620989948,5231.38437638028,9564.37416652496,9248.88548928782,6093.78431627147,8131.05048058278,16647.1832580593,8295.20716340486,4107.56870894968,13216.3127130217,3103.76562208504,24026.4880797306,11654.3220793596,5276.08097679332,15344.5814379125,8238.81429400556,4002.26433633693,3108.70032223963,3190.68247157449,4158.90164438564,3383.41131751442,2033.47916776023,28369.421735034,15245.8653948418,8739.98534492239,24197.5643833472,10521.4771024205,8085.76066958268,9002.6174437419,20362.2330417863,7978.57997608058,11104.6976695099,9734.56606736085,26967.9537653519,4700.7623049722,6821.18369990994,4246.63324262959,17023.4367622607,8266.93626096594,4449.58963079724,4564.67525970187,11724.1258871061,8060.90972838553,14130.4899248759,8473.05230304559,3017.02242444544,14291.2421302877,9073.99745105216,9848.35719898563,28971.1858203195,3983.86200525393,10770.0235410955,4800.87862034291,26342.4496856329,21018.0714095777,22650.6783675589,18885.0356254857,26949.6358505566,7888.37225745838,22059.7856589987,4728.74397750741,21437.398605517,22943.8818908435,8606.585738177,10667.0663392401,2771.98394149524,14676.9712108382,20668.4923306566,19337.3660378062,2947.69875334205,5644.20323721413,8585.05209076507,4437.93913759602,4890.31075018927,11389.5322521676,3403.49843222591,13976.0604002843,13221.634757691,17595.6916200158,2877.55749211311,7202.66396346479,2909.73651757036,12334.3085515564,2868.80938442761,2214.82975691696,4832.98918631922,13422.2733335973,9890.93295221556,3715.41667314249,2539.26100301448,9858.11169227709,4064.19290166767,4705.4047153374,2459.03238543617,4199.10931088662,9687.16758262256,3488.76921874967,17640.7174615678,5541.00693387948,16753.5337142132,4351.28076035271,32497.6282768398,11725.3708535429,11793.4545930583,4512.38544893777,4922.07650378664,1265.07569636681,2557.72408870226,12967.7137891933,3878.91027879154,13071.4195009492,3334.8614313807,10925.785609894,8656.78305547752,7779.29426126647,31215.2085950431,9961.94010802715,7505.22953025235,8853.30184557664,10781.9086641313,6742.55792425291,9870.71427848995,2905.77715932014,9082.33569519169,5255.29483357669,13635.8141048363,7403.21396179952,4631.35695493762,3928.12984453514,12467.0173443197,10672.2097236985,18950.5517049886,5738.38446732998,7075.94202097849,9718.5203516776,8102.78720200036,4084.18837915061,4516.91666103798,4746.10546051439,4385.55700284886,10659.9160865389,4554.43372881624,4115.15565816125,4840.99269194009
